Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Embedded_text_1,links,links_title,conteo_links,hashtags,conteo_hashtags,menciones,conteo_menciones,emojis,conteo_emojis,RT,conteo_RT,sentiment,sentiment_score
38,CIFU,@wilsoncifu,2021-12-01T17:11:08.000Z,"CIFU
@wilsoncifu
·
1 dic.","@Davivienda
 he tratado de pagar varias facturas por pse y no ha sido posible, inclusive al desplegar la lista de entidades bancarias Davivienda ya no esta. Que ocurre?
1",,1.0,,,[],https://twitter.com/wilsoncifu/status/1466092511420682244,"@Davivienda he tratado de pagar varias facturas por pse y no ha sido posible, inclusive al desplegar la lista de entidades bancarias Davivienda ya no esta. Que ocurre? ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.7247974872589111
39,Iam_crisfer,@iam_crisfer,2021-12-01T20:03:29.000Z,"Iam_crisfer
@iam_crisfer
·
1 dic.","En respuesta a 
@Davivienda
Les quedo grande arreglar esa plataforma de pago 
@Davivienda
 3 pm y nada q puedo hace el pago para pode librarme de ese servicio de uds necesito pagar para llamar a cancelarles
1",,1.0,,,[],https://twitter.com/iam_crisfer/status/1466135887612465155,En respuesta a  @Davivienda Les quedo grande arreglar esa plataforma de pago  @Davivienda pm y nada q puedo hace el pago para pode librarme de ese servicio de uds necesito pagar para llamar a cancelarles ,[],,0,[],0,"['@davivienda', '@davivienda']",2,[],0,[],0,1 star,0.7579696178436279
40,Juan Carlos Reyes,@reyes_juank,2021-12-01T19:48:13.000Z,"Juan Carlos Reyes
@reyes_juank
·
1 dic.","@Davivienda
 señores davivienda, la app para dispositivos móviles vuelve a presentar inconvenientes. De la misma manera, la página web ha presentado dificultades para ingresar a realizar transaccionew, favor solucionar rápido. Veo que no es un tema particular
1",,1.0,,,[],https://twitter.com/reyes_juank/status/1466132045260808198,"@Davivienda señores davivienda, la app para dispositivos móviles vuelve a presentar inconvenientes. De la misma manera, la página web ha presentado dificultades para ingresar a realizar transaccionew, favor solucionar rápido. Veo que no es un tema particular ",[],,0,[],0,['@davivienda'],1,[],0,[],0,2 stars,0.48484495282173157
41,DORIS MARTINEZ RICO,@damcolombia,2021-12-01T18:58:04.000Z,"DORIS MARTINEZ RICO
@damcolombia
·
1 dic.","En respuesta a 
@Davivienda
Se necesita que RECONOZCAN Y SOLUCIONEN PROBLEMAS en páguna web DAVIVIENDA y en la App. Me tienen maniatada desde ayer; primero fallas en página web, hoy hasta en la App. Transferí para retirar por Bancolombia, tampoco ha sido posible.
3",✍,3.0,,,[],https://twitter.com/damcolombia/status/1466119424608505864,"En respuesta a  @Davivienda Se necesita que RECONOZCAN Y SOLUCIONEN PROBLEMAS en páguna web DAVIVIENDA y en la App. Me tienen maniatada desde ayer; primero fallas en página web, hoy hasta en la App. Transferí para retirar por Bancolombia, tampoco ha sido posible. ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.5549944639205933
42,dario ortega,@darioortegah,2021-12-01T04:22:26.000Z,"dario ortega
@darioortegah
·
30 nov.","En respuesta a 
@ernestomaciast
 y 
@AlvaroUribeVel
Gracias señor Macías, siendo sensatos, usted estaba como Davivienda, en el lugar equivocado. El congreso necesita gente preparada que vea la realidad del país, no la idolatría a su líder...",,,,,[],https://twitter.com/darioortegah/status/1465899062637600772,"En respuesta a  @ernestomaciast y  @AlvaroUribeVel Gracias señor Macías, siendo sensatos, usted estaba como Davivienda, en el lugar equivocado. El congreso necesita gente preparada que vea la realidad del país, no la idolatría a su líder...",[],,0,[],0,"['@ernestomaciast', '@alvarouribevel']",2,[],0,[],0,1 star,0.48361483216285706
43,RappiPay Colombia,@rappipay,2021-12-01T19:36:13.000Z,"RappiPay Colombia
@RappiPay
·
1 dic.","En respuesta a 
@JulianaUssa3
 @DaviPlata
 y 
@Davivienda
¡Hola Juliana! Por favor amplíanos información sobre tu problema por DM. Para nosotros eres lo más importante#GoRappiCard
1",🧡 🚀,1.0,,,[],https://twitter.com/RappiPay/status/1466129024942542851,En respuesta a  @JulianaUssa3 @DaviPlata y  @Davivienda ¡Hola Juliana! Por favor amplíanos información sobre tu problema por DM. Para nosotros eres lo más importante#GoRappiCard ,[],,0,['#GoRappiCard'],1,"['@julianaussa3', '@daviplata', '@davivienda']",3,[],0,[],0,5 stars,0.4134227931499481
44,Laura Martinez,@laumarlon,2021-12-01T11:57:31.000Z,"Laura Martinez
@laumarlon
·
1 dic.","Por el contrario, solicité en un supermercado la tarjeta de 
@Davivienda
 el día 30 de octubre, solicitan mil datos, huellas de casi todos los dedos (solo les falta pedir las de los pies) y que en 15 días hábiles estaba llegando y me llamaban antes.
2",,2.0,,,[],https://twitter.com/laumarlon/status/1466013589119148037,"Por el contrario, solicité en un supermercado la tarjeta de  @Davivienda el día 30 de octubre, solicitan mil datos, huellas de casi todos los dedos (solo les falta pedir las de los pies) y que en 15 días hábiles estaba llegando y me llamaban antes. ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.46388372778892517
45,RUBENS!!!,@ruben_sote,2021-12-01T20:31:58.000Z,"RUBENS!!!
@Ruben_sote
·
1 dic.","En respuesta a 
@Davivienda
La verdad no se más detallar, es muy evidente el por qué de mi petición y queja,  un engaño lo que están haciendo con los clientes ya que no prestan el servicio que ofrecen, deberían notificar que tienen condiciones y restricciónes para efectuar el pago 
@SFCsupervisor
1",,1.0,,,[],https://twitter.com/Ruben_sote/status/1466143055703162887,"En respuesta a  @Davivienda La verdad no se más detallar, es muy evidente el por qué de mi petición y queja,  un engaño lo que están haciendo con los clientes ya que no prestan el servicio que ofrecen, deberían notificar que tienen condiciones y restricciónes para efectuar el pago  @SFCsupervisor ",[],,0,[],0,"['@davivienda', '@sfcsupervisor']",2,[],0,[],0,1 star,0.6758086085319519
46,DaviPlata,@daviplata,2021-12-01T19:58:41.000Z,"DaviPlata
@DaviPlata
·
1 dic.","En respuesta a 
@_Cavernicola_
Buenas tardes, contamos con más de 10.000 Puntos DaviPlata - Corresponsales Bancarios Davivienda a nivel nacional. Si desea consultar el más cercano a usted ingrese a: https://dav.ac/GRefe

Gracias por comunicarse con DaviPlata. Que tenga un buen día. :)",,,,,[],https://twitter.com/DaviPlata/status/1466134677887070212,"En respuesta a  @_Cavernicola_ Buenas tardes, contamos con más de 10.000 Puntos DaviPlata - Corresponsales Bancarios Davivienda a nivel nacional. Si desea consultar el más cercano a usted ingrese a: Link_aqui  Gracias por comunicarse con DaviPlata. Que tenga un buen día. :)",['https://dav.ac/GRefe'],['Davivienda App'],1,[],0,['@_cavernicola_'],1,[],0,[],0,1 star,0.2752583920955658
47,Jorge Luis Fince,@jorgelfince,2021-12-01T15:32:36.000Z,"Jorge Luis Fince
@jorgelfince
·
1 dic.","@Davivienda
 las notificaciones están llegando horas después. Pilas, que hacen infartar a uno.
1",,1.0,,,[],https://twitter.com/jorgelfince/status/1466067718067601416,"@Davivienda las notificaciones están llegando horas después. Pilas, que hacen infartar a uno. ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.7005336880683899
48,David Flórez,@davidflorezmp,2021-12-01T02:35:22.000Z,"David Flórez
@DavidFlorezMP
·
30 nov.","@Davivienda
 señores que pasa con la aplicación móvil?. ahora no me reconoce como usuario del banco.
1
1",,1.0,,1,[],https://twitter.com/DavidFlorezMP/status/1465872120160919562,@Davivienda señores que pasa con la aplicación móvil?. ahora no me reconoce como usuario del banco.  ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.6203601360321045
49,Manuel Moreno M.,@mamomar43,2021-12-01T20:30:36.000Z,"Manuel Moreno M.
@mamomar43
·
1 dic.","@Davivienda
 Este Davivienda es patético para el mal servicio,o mejor; PESIMO http://SERVICIO.Como.es posible que hice retiros por cajero automático por el máximo permitido y luego,con el suficiente dinero en mi cuenta, no puedo hacer ninguna compra,incluso ni almorzar. Que tipos
1",,1.0,,,[],https://twitter.com/mamomar43/status/1466142709886902276,"@Davivienda Este Davivienda es patético para el mal servicio,o mejor; PESIMO Link_aqui posible que hice retiros por cajero automático por el máximo permitido y luego,con el suficiente dinero en mi cuenta, no puedo hacer ninguna compra,incluso ni almorzar. Que tipos ",['http://SERVICIO.Como.es'],['SERVICIO'],1,[],0,['@davivienda'],1,[],0,[],0,1 star,0.9003741145133972
50,Metro de Medellín,@metrodemedellin,2021-12-01T00:04:36.000Z,"Metro de Medellín
@metrodemedellin
·
30 nov.","En respuesta a 
@WhitneyMeneses
 @Davivienda
 y 
@TuCivica
Hola Whitney. Estamos presentando intermitencias en la app. Si ya la descargaste, acércate a uno de los gestores de Cívica Pay que están en estaciones en este momento para que te ayuden y puedas disfrutar el viaje gratis.
1",,,,1,[],https://twitter.com/metrodemedellin/status/1465834175789998082,"En respuesta a  @WhitneyMeneses @Davivienda y  @TuCivica Hola Whitney. Estamos presentando intermitencias en la app. Si ya la descargaste, acércate a uno de los gestores de Cívica Pay que están en estaciones en este momento para que te ayuden y puedas disfrutar el viaje gratis. ",[],,0,[],0,"['@whitneymeneses', '@davivienda', '@tucivica']",3,[],0,[],0,1 star,0.39087527990341187
51,Hernán Peláez Restrepo,@eldoctorpelaez,2021-12-02T19:13:12.000Z,"Hernán Peláez Restrepo
@eldoctorpelaez
·
2 dic.","Cada vez que me encuentro a Willington Ortíz le digo: ""has debido jugar en Davivienda, porque estabas en el lugar (época) equivocada. #PelaezdeFranciscoenLaW
6
16
171",,6.0,16,171,[],https://twitter.com/eldoctorpelaez/status/1466485621841702919,"Cada vez que me encuentro a Willington Ortíz le digo: ""has debido jugar en Davivienda, porque estabas en el lugar (época) equivocada. #PelaezdeFranciscoenLaW   ",[],,0,['#PelaezdeFranciscoenLaW'],1,[],0,[],0,[],0,1 star,0.4335935711860657
52,JuanPCalderon,@juanpcalderon,2021-12-02T16:48:40.000Z,"JuanPCalderon
@JuanPCalderon
·
2 dic.","Como raro los cajeros multiservicios de 
@Davivienda
 en Unicentro no sirven y los bancos atestados de gente.
El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración
Ver
1
1",,1.0,1,,[],https://twitter.com/JuanPCalderon/status/1466449247381987341,Como raro los cajeros multiservicios de  @Davivienda en Unicentro no sirven y los bancos atestados de gente. El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración Ver  ,[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.5882119536399841
53,Alvaro mendoza,@alvaroantonio_2,2021-12-02T14:29:48.000Z,"Alvaro mendoza
@alvaroantonio_2
·
2 dic.","La app 
@Davivienda
 y 
@DaviPlata
 aún sin funcionar Dios que grave está este banco ya hoy son tres días. De mal en peor.
3
3",,3.0,,3,"['https://pbs.twimg.com/media/FFnABt0WUAYkkWG?format=jpg&name=small', 'https://pbs.twimg.com/media/FFnACBwWYA0rWxA?format=jpg&name=small']",https://twitter.com/alvaroantonio_2/status/1466414298280955916,La app  @Davivienda y  @DaviPlata aún sin funcionar Dios que grave está este banco ya hoy son tres días. De mal en peor.  ,[],,0,[],0,"['@davivienda', '@daviplata']",2,[],0,[],0,1 star,0.8602660298347473
54,Una Como Monita,@esaesjuli,2021-12-02T23:17:17.000Z,"Una Como Monita
@EsaEsJuli
·
2 dic.","Si ustedes no pueden confiarle secretos a sus parejas, están como Davivienda.
3
9",✨,3.0,,9,[],https://twitter.com/EsaEsJuli/status/1466547044273704961,"Si ustedes no pueden confiarle secretos a sus parejas, están como Davivienda.  ",[],,0,[],0,[],0,[],0,[],0,1 star,0.3422773778438568
55,La Loca,@carokarolaen,2021-12-02T05:35:33.000Z,"La Loca
@CaroKarolaen
·
2 dic.","Me sentía como Davivienda 
4",😌 😂,,,4,[],https://twitter.com/CaroKarolaen/status/1466279853917933571,Me sentía como Davivienda  ,[],,0,[],0,[],0,[],0,[],0,3 stars,0.285447359085083
56,Andrea,@andreapvcx,2021-12-02T00:43:32.000Z,"Andrea
@andreapvcx
·
1 dic.","La app de DAVIVIENDA es la peor que existe
5",,,,5,[],https://twitter.com/andreapvcx/status/1466206364947132420,La app de DAVIVIENDA es la peor que existe ,[],,0,[],0,[],0,[],0,[],0,1 star,0.7283496260643005
57,sebastian,@sadadaaas,2021-12-02T14:22:11.000Z,"sebastian
@sadadaaas
·
2 dic.","Esa app de Davivienda me la puede pelar tanto es horrible y una mierda de manejar
1
1",,1.0,1,,[],https://twitter.com/sadadaaas/status/1466412381853081602,Esa app de Davivienda me la puede pelar tanto es horrible y una mierda de manejar  ,[],,0,[],0,[],0,[],0,[],0,1 star,0.8202756643295288
58,cascabel de Mar,@mari__marr,2021-12-02T12:45:44.000Z,"cascabel de Mar
@Mari__Marr
·
2 dic.","Hacer un trámite con daviplata es lo peor en el mundo, son tan malos que ni Davivienda se hace responsable 
1",,,,1,[],https://twitter.com/Mari__Marr/status/1466388109680156677,"Hacer un trámite con daviplata es lo peor en el mundo, son tan malos que ni Davivienda se hace responsable  ",[],,0,[],0,[],0,[],0,[],0,1 star,0.8730372190475464
59,Revista Ella,@revistaella,2021-12-02T22:09:44.000Z,"Revista Ella
@RevistaElla
·
2 dic.","Davivienda, por séptimo año consecutivo y como apoyo al arte salvadoreño, muestra un catálogo de gigantografías instaladas en la plaza Argentina, mejor conocida como Fuentes Beethoven. #Volarte
2",,,,2,"['https://pbs.twimg.com/media/FFopShzUUAMIe9e?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FFopTKPUYAEWJGZ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FFopS4NXsAERNLM?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FFopTYdX0AAzXfB?format=jpg&name=360x360']",https://twitter.com/RevistaElla/status/1466530045455781889,"Davivienda, por séptimo año consecutivo y como apoyo al arte salvadoreño, muestra un catálogo de gigantografías instaladas en la plaza Argentina, mejor conocida como Fuentes Beethoven. #Volarte ",[],,0,['#Volarte'],1,[],0,[],0,[],0,5 stars,0.42293503880500793
60,John Jairo Bermúdez Garcés,@johnbermudezg,2021-12-02T18:26:57.000Z,"John Jairo Bermúdez Garcés
@JohnBermudezG
·
2 dic.","1. Con una gran acogida culminó la Rueda de Negocios del Sector Transporte que logré gestionar donde asistieron  
@Bancoldex
, 
@Davivienda
 @BancodeBogota
 y 
@BancoPichincha
 quienes  atendieron a los más de 140 transportadores que asistieron a este importante evento.
1
2
3",,1.0,2,3,['https://pbs.twimg.com/media/FFn2UD_WQAA-_0u?format=jpg&name=small'],https://twitter.com/JohnBermudezG/status/1466473980798377993,"1. Con una gran acogida culminó la Rueda de Negocios del Sector Transporte que logré gestionar donde asistieron   @Bancoldex ,  @Davivienda @BancodeBogota y  @BancoPichincha quienes  atendieron a los más de 140 transportadores que asistieron a este importante evento.   ",[],,0,[],0,"['@bancoldex', '@davivienda', '@bancodebogota', '@bancopichincha']",4,[],0,[],0,5 stars,0.7603667974472046
61,Natalie Cea,@nataliecea,2021-12-02T18:22:11.000Z,"Natalie Cea
@NatalieCea
·
2 dic.","Que mal servicio en #davivienda sonsonate en metro centro,no medejaron entrar con mi hijo de 6 años, a pagar el kinder",,,,,[],https://twitter.com/NatalieCea/status/1466472782125047813,"Que mal servicio en #davivienda sonsonate en metro centro,no medejaron entrar con mi hijo de 6 años, a pagar el kinder",[],,0,['#davivienda'],1,[],0,[],0,[],0,1 star,0.8539035320281982
62,La Bracho,@jen_garcia17,2021-12-02T15:03:07.000Z,"La Bracho
@jen_garcia17
·
2 dic.","Que Belleza el Davivienda de Santa Elena a esta hora.
2
3",🔶 ⚫,2.0,,3,[],https://twitter.com/jen_garcia17/status/1466422686511476745,Que Belleza el Davivienda de Santa Elena a esta hora.  ,[],,0,[],0,[],0,[],0,[],0,5 stars,0.5890487432479858
63,John Jairo Peralta Bernal,@johnjairope,2021-12-02T22:55:16.000Z,"John Jairo Peralta Bernal
@JohnJairoPe
·
2 dic.","#DaviviendaMeRobo, si incluyen personas que te llaman desde la línea del teléfono rojo para robarte y davivienda no responde
Banco Davivienda
@Davivienda
 · 2 dic.
En busca de ofrecer un servicio incluyente, DaviPlata ha venido diseñando y adecuando herramientas para brindar a todos nuestros clientes un servicio amigable, sencillo y confiable. #ColombiaIncluyente
1",,1.0,,,"['https://pbs.twimg.com/profile_images/1002552048620134400/qZ1XCo_9_mini.jpg', 'https://pbs.twimg.com/media/FFoV9N6WQAYhYAB?format=jpg&name=small']",https://twitter.com/JohnJairoPe/status/1466541505338773507,"#DaviviendaMeRobo, si incluyen personas que te llaman desde la línea del teléfono rojo para robarte y davivienda no responde Banco Davivienda @Davivienda · 2 dic. En busca de ofrecer un servicio incluyente, DaviPlata ha venido diseñando y adecuando herramientas para brindar a todos nuestros clientes un servicio amigable, sencillo y confiable. #ColombiaIncluyente ",[],,0,"['#DaviviendaMeRobo,', '#ColombiaIncluyente']",2,['@davivienda'],1,[],0,[],0,1 star,0.43643099069595337
64,Daniel Vásquez,@daniel_vasquezb,2021-12-02T01:00:24.000Z,"Daniel Vásquez
@Daniel_VasquezB
·
1 dic.","Pa cuando los pagos por PSE en  
@Davivienda
? Todo el día intentando pagar y sale el mismo mensaje. Si me cobran intereses quién paga 
@SFCsupervisor
2
1",,2.0,,1,['https://pbs.twimg.com/media/FFkGxs9XMAUgrY9?format=jpg&name=small'],https://twitter.com/Daniel_VasquezB/status/1466210607800242178,Pa cuando los pagos por PSE en   @Davivienda ? Todo el día intentando pagar y sale el mismo mensaje. Si me cobran intereses quién paga  @SFCsupervisor  ,[],,0,[],0,"['@davivienda', '@sfcsupervisor']",2,[],0,[],0,1 star,0.7233308553695679
65,Luis Ángel,@luiis23angel,2021-12-02T12:17:02.000Z,"Luis Ángel
@Luiis23Angel
·
2 dic.","Por qué será siempre la que me gusta con intensidad con ganas de uff, después me entero que tiene novio o marido uno siempre anda como Davivienda en el lugar equivocado no, más bien valiendo es monda",🥲 😂,,,,[],https://twitter.com/Luiis23Angel/status/1466380889647194114,"Por qué será siempre la que me gusta con intensidad con ganas de uff, después me entero que tiene novio o marido uno siempre anda como Davivienda en el lugar equivocado no, más bien valiendo es monda",[],,0,[],0,[],0,[],0,[],0,4 stars,0.3209396302700043
